Unnamed: 0,course_title,course_organization,course_difficulty,course_students_enrolled,category
191,tudier en france french intermediate course bb,cole polytechnique,intermediate,190000.0,other
607,xito profesional,university of california irvine,beginner,69000.0,other
492,  ,saint petersburg state university,beginner,14000.0,other
156,    c,elearning development fund,intermediate,68000.0,other
722,    ,national research university higher school of economics,beginner,16000.0,other
811,  python   ,elearning development fund,beginner,67000.0,python
132,    ,elearning development fund,intermediate,77000.0,other
405, digital ,national research university higher school of economics,intermediate,19000.0,digital
703,   python,national research university higher school of economics,beginner,83000.0,python
841,   c  ,elearning development fund,intermediate,41000.0,other
889,  python,moscow institute of physics and technology,intermediate,45000.0,python
236,  python,mailru group,intermediate,52000.0,python
883, psycholinguistics,saint petersburg state university,mixed,21000.0,other
545,    javascript,elearning development fund,intermediate,30000.0,other
875,  ,saint petersburg state university,intermediate,9800.0,other
163,    ,national research university higher school of economics,beginner,38000.0,other
